,employee_id,department,gender,job_level,performance_rating,engagement,salary_thousands,tenure_years,age_years,promotion_indicator,record_start_date,record_end_date,termination_indicator,termination_date
246,246,Technology,Male,Individual Contributor,3.0,3.0,167,50,61,0,2018-01-01,2018-12-31,0,
247,247,Technology,Male,Individual Contributor,3.0,4.0,178,32,44,0,2018-01-01,2018-12-31,0,
248,248,Account/Client Management,Male,Individual Contributor,2.0,5.0,183,1,22,0,2018-01-01,2018-09-25,1,2018-09-25 00:00:00
249,249,Technology,Female,Individual Contributor,4.0,4.0,152,50,54,0,2018-01-01,2018-12-31,0,
250,250,Technology,Male,Individual Contributor,5.0,3.0,175,28,44,1,2018-01-01,2018-12-31,0,
251,251,Account/Client Management,Male,Senior Leader,4.0,3.0,992,29,32,0,2018-01-01,2018-12-31,0,
252,252,Technology,Male,Senior Leader,3.0,3.0,578,15,42,0,2018-01-01,2018-12-31,0,
253,253,Account/Client Management,Male,Senior Leader,3.0,4.0,935,16,41,0,2018-01-01,2018-12-31,0,
254,254,Technology,Male,Individual Contributor,3.0,1.0,180,36,55,0,2018-01-01,2018-08-01,1,2018-08-01 00:00:00
255,255,Account/Client Management,Female,Manager,3.0,5.0,324,6,28,0,2018-01-01,2018-12-31,0,
256,256,Technology,Male,Individual Contributor,4.0,2.0,115,3,25,0,2018-01-01,2018-12-31,0,
257,257,Account/Client Management,Female,Manager,3.0,4.0,326,13,34,0,2018-01-01,2018-12-31,0,
258,258,Account/Client Management,Male,Individual Contributor,3.0,2.0,76,14,36,0,2018-01-01,2018-12-31,0,
259,259,Account/Client Management,Male,Individual Contributor,5.0,3.0,97,58,27,1,2018-01-01,2018-12-31,0,
260,260,Technology,Female,Individual Contributor,1.0,3.0,79,43,32,0,2018-01-01,2018-10-17,1,2018-10-17 00:00:00
261,261,"Corporate Admin (HR, Finance, etc)",Female,Executive,1.0,5.0,3280,14,41,0,2018-01-01,2018-10-07,1,2018-10-07 00:00:00
262,262,Technology,Male,Individual Contributor,4.0,4.0,63,3,32,0,2018-01-01,2018-12-31,0,
263,263,"Corporate Admin (HR, Finance, etc)",Female,Senior Leader,3.0,5.0,671,19,25,0,2018-01-01,2018-12-31,0,
264,264,Account/Client Management,Female,Individual Contributor,4.0,2.0,138,49,21,0,2018-01-01,2018-12-31,0,
265,265,Technology,Female,Senior Leader,4.0,3.0,713,17,38,0,2018-01-01,2018-12-31,0,
266,266,Technology,Male,Individual Contributor,3.0,4.0,193,15,44,0,2018-01-01,2018-12-31,0,
267,267,Technology,Male,Manager,3.0,3.0,311,1,24,0,2018-01-01,2018-12-31,0,
268,268,Technology,Male,Individual Contributor,5.0,4.0,69,41,36,0,2018-01-01,2018-12-31,0,
269,269,Account/Client Management,Male,Individual Contributor,1.0,1.0,62,45,64,0,2018-01-01,2018-02-06,1,2018-02-06 00:00:00
270,270,Technology,Male,Individual Contributor,5.0,5.0,140,19,30,1,2018-01-01,2018-12-31,0,
271,271,Technology,Female,Individual Contributor,3.0,2.0,45,3,29,0,2018-01-01,2018-12-31,0,
272,272,Technology,Female,Individual Contributor,3.0,2.0,154,5,30,0,2018-01-01,2018-09-07,1,2018-09-07 00:00:00
273,273,Technology,Female,Individual Contributor,4.0,2.0,199,12,38,0,2018-01-01,2018-12-31,0,
274,274,Technology,Male,Individual Contributor,5.0,1.0,194,5,30,0,2018-01-01,2018-12-31,0,
275,275,Technology,Female,Individual Contributor,1.0,2.0,181,8,37,0,2018-01-01,2018-08-22,1,2018-08-22 00:00:00
276,276,Technology,Female,Manager,5.0,2.0,302,16,31,0,2018-01-01,2018-07-11,1,2018-07-11 00:00:00
277,277,Technology,Male,Senior Leader,5.0,4.0,715,5,27,0,2018-01-01,2018-08-11,1,2018-08-11 00:00:00
278,278,Technology,Male,Individual Contributor,5.0,2.0,107,38,27,0,2018-01-01,2018-04-16,1,2018-04-16 00:00:00
279,279,Technology,Male,Individual Contributor,3.0,5.0,181,3,28,0,2018-01-01,2018-12-31,0,
280,280,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,2.0,1.0,165,7,36,0,2018-01-01,2018-12-31,0,
281,281,Account/Client Management,Female,Individual Contributor,2.0,3.0,110,27,28,0,2018-01-01,2018-12-31,0,
282,282,Technology,Male,Individual Contributor,4.0,3.0,148,37,29,0,2018-01-01,2018-12-31,0,
283,283,Technology,Male,Manager,4.0,4.0,367,2,30,0,2018-01-01,2018-12-31,0,
284,284,"Corporate Admin (HR, Finance, etc)",Female,Senior Leader,4.0,4.0,1211,36,24,0,2018-01-01,2018-12-31,0,
285,285,Technology,Male,Individual Contributor,3.0,1.0,45,12,25,0,2018-01-01,2018-12-31,0,
286,286,Technology,Female,Executive,5.0,4.0,2932,22,36,0,2018-01-01,2018-12-31,0,
287,287,Technology,Female,Individual Contributor,3.0,4.0,124,4,31,0,2018-01-01,2018-12-31,0,
288,288,Technology,Male,Individual Contributor,4.0,5.0,118,50,23,0,2018-01-01,2018-12-31,0,
289,289,Technology,Male,Individual Contributor,4.0,4.0,85,36,52,0,2018-01-01,2018-12-31,0,
290,290,Account/Client Management,Female,Manager,4.0,5.0,236,1,23,0,2018-01-01,2018-12-31,0,
291,291,"Corporate Admin (HR, Finance, etc)",Male,Executive,3.0,4.0,7634,11,37,0,2018-01-01,2018-12-31,0,
292,292,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,4.0,4.0,148,27,24,1,2018-01-01,2018-12-31,0,
293,293,Technology,Male,Individual Contributor,4.0,3.0,195,44,61,1,2018-01-01,2018-12-31,0,
294,294,Technology,Male,Individual Contributor,3.0,4.0,122,20,29,0,2018-01-01,2018-12-31,0,
295,295,Account/Client Management,Male,Senior Leader,3.0,3.0,838,45,45,0,2018-01-01,2018-12-31,0,
296,296,Technology,Male,Individual Contributor,3.0,2.0,190,22,50,0,2018-01-01,2018-12-31,0,
297,297,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,4.0,5.0,70,14,37,0,2018-01-01,2018-12-31,0,
298,298,Account/Client Management,Female,Individual Contributor,4.0,1.0,116,38,47,0,2018-01-01,2018-12-31,0,
299,299,Account/Client Management,Male,Executive,5.0,3.0,5191,1,27,1,2018-01-01,2018-12-31,0,
300,300,Account/Client Management,Male,Individual Contributor,2.0,5.0,74,5,25,0,2018-01-01,2018-12-31,0,
301,301,Technology,Female,Individual Contributor,4.0,1.0,81,11,32,0,2018-01-01,2018-12-31,0,
302,302,Technology,Male,Individual Contributor,4.0,2.0,35,47,32,0,2018-01-01,2018-12-31,0,
303,303,Technology,Male,Manager,4.0,2.0,265,1,30,0,2018-01-01,2018-09-03,1,2018-09-03 00:00:00
304,304,Technology,Male,Executive,4.0,5.0,1538,11,37,0,2018-01-01,2018-12-31,0,
305,305,Account/Client Management,Male,Senior Leader,3.0,3.0,873,49,45,0,2018-01-01,2018-12-31,0,
306,306,Technology,Male,Executive,5.0,5.0,6802,4,27,0,2018-01-01,2018-12-31,0,
307,307,Technology,Male,Manager,5.0,2.0,157,6,33,1,2018-01-01,2018-12-31,0,
308,308,Technology,Female,Individual Contributor,3.0,5.0,174,6,29,0,2018-01-01,2018-12-31,0,
309,309,Technology,Male,Manager,3.0,2.0,274,21,42,0,2018-01-01,2018-12-31,0,
310,310,Account/Client Management,Male,Individual Contributor,1.0,5.0,172,57,27,0,2018-01-01,2018-12-31,0,
311,311,Technology,Male,Individual Contributor,4.0,3.0,176,11,38,0,2018-01-01,2018-06-23,1,2018-06-23 00:00:00
312,312,Account/Client Management,Female,Senior Leader,5.0,3.0,905,3,24,0,2018-01-01,2018-12-31,0,
313,313,Technology,Female,Individual Contributor,4.0,4.0,168,5,30,0,2018-01-01,2018-12-31,0,
314,314,Technology,Female,Individual Contributor,4.0,4.0,94,12,38,0,2018-01-01,2018-07-17,1,2018-07-17 00:00:00
315,315,Account/Client Management,Female,Individual Contributor,5.0,4.0,122,44,45,0,2018-01-01,2018-12-31,0,
316,316,Technology,Male,Senior Leader,5.0,5.0,639,10,30,0,2018-01-01,2018-12-31,0,
317,317,Account/Client Management,Female,Individual Contributor,5.0,3.0,104,6,22,1,2018-01-01,2018-12-31,0,
318,318,Technology,Male,Individual Contributor,4.0,4.0,147,7,30,0,2018-01-01,2018-12-31,0,
319,319,Technology,Male,Manager,4.0,5.0,423,1,27,0,2018-01-01,2018-01-24,1,2018-01-24 00:00:00
320,320,Technology,Male,Individual Contributor,3.0,1.0,111,4,31,0,2018-01-01,2018-12-31,0,
321,321,Technology,Female,Individual Contributor,3.0,4.0,98,9,27,0,2018-01-01,2018-12-31,0,
322,322,Technology,Female,Individual Contributor,5.0,3.0,185,38,42,0,2018-01-01,2018-12-31,0,
323,323,Technology,Male,Individual Contributor,1.0,4.0,146,10,33,0,2018-01-01,2018-12-31,0,
324,324,Technology,Male,Executive,3.0,4.0,1230,10,24,0,2018-01-01,2018-12-31,0,
325,325,Account/Client Management,Male,Individual Contributor,4.0,1.0,130,15,44,0,2018-01-01,2018-12-31,0,
326,326,"Corporate Admin (HR, Finance, etc)",Female,Manager,5.0,3.0,287,5,30,0,2018-01-01,2018-12-31,0,
327,327,"Corporate Admin (HR, Finance, etc)",Female,Manager,4.0,3.0,260,2,30,0,2018-01-01,2018-12-31,0,
328,328,Technology,Female,Individual Contributor,5.0,3.0,118,32,45,0,2018-01-01,2018-04-19,1,2018-04-19 00:00:00
329,329,Account/Client Management,Female,Individual Contributor,5.0,2.0,109,14,27,0,2018-01-01,2018-12-31,0,
330,330,Account/Client Management,Female,Individual Contributor,3.0,2.0,127,5,32,0,2018-01-01,2018-08-04,1,2018-08-04 00:00:00
331,331,Technology,Female,Individual Contributor,4.0,3.0,116,10,37,0,2018-01-01,2018-12-31,0,
332,332,Technology,Male,Individual Contributor,1.0,2.0,183,49,60,0,2018-01-01,2018-12-31,0,
333,333,Account/Client Management,Male,Individual Contributor,5.0,2.0,105,8,37,0,2018-01-01,2018-10-28,1,2018-10-28 00:00:00
334,334,Technology,Female,Manager,5.0,4.0,358,7,32,1,2018-01-01,2018-12-31,0,
335,335,Account/Client Management,Female,Individual Contributor,5.0,4.0,115,22,43,0,2018-01-01,2018-12-31,0,
336,336,Account/Client Management,Female,Individual Contributor,4.0,1.0,163,22,26,0,2018-01-01,2018-12-31,0,
337,337,Technology,Female,Senior Leader,4.0,5.0,832,5,31,0,2018-01-01,2018-12-31,0,
338,338,"Corporate Admin (HR, Finance, etc)",Female,Manager,4.0,2.0,440,26,40,0,2018-01-01,2018-12-31,0,
339,339,Account/Client Management,Female,Senior Leader,3.0,4.0,977,13,22,0,2018-01-01,2018-12-31,0,
340,340,Account/Client Management,Male,Senior Leader,3.0,5.0,546,14,33,0,2018-01-01,2018-12-31,0,
341,341,Account/Client Management,Male,Senior Leader,5.0,4.0,595,10,32,0,2018-01-01,2018-09-01,1,2018-09-01 00:00:00
342,342,Technology,Female,Manager,4.0,3.0,402,7,34,1,2018-01-01,2018-12-31,0,
343,343,Account/Client Management,Female,Individual Contributor,2.0,1.0,68,10,37,0,2018-01-01,2018-12-31,0,
344,344,Technology,Female,Executive,4.0,4.0,5609,23,48,0,2018-01-01,2018-12-31,0,
345,345,Technology,Male,Individual Contributor,3.0,3.0,74,7,29,0,2018-01-01,2018-08-18,1,2018-08-18 00:00:00
346,346,Technology,Female,Individual Contributor,2.0,1.0,55,3,24,0,2018-01-01,2018-09-14,1,2018-09-14 00:00:00
347,347,Technology,Male,Individual Contributor,4.0,5.0,114,9,32,1,2018-01-01,2018-12-31,0,
348,348,Technology,Female,Senior Leader,3.0,2.0,944,15,21,0,2018-01-01,2018-12-31,0,
349,349,Technology,Female,Individual Contributor,1.0,5.0,104,51,52,0,2018-01-01,2018-12-31,0,
350,350,Technology,Female,Individual Contributor,5.0,5.0,169,6,33,0,2018-01-01,2018-12-31,0,
351,351,Technology,Male,Individual Contributor,3.0,2.0,53,12,32,0,2018-01-01,2018-12-31,0,
352,352,Account/Client Management,Male,Manager,1.0,3.0,208,9,30,0,2018-01-01,2018-12-31,0,
353,353,Technology,Female,Individual Contributor,2.0,3.0,121,24,50,0,2018-01-01,2018-05-31,1,2018-05-31 00:00:00
354,354,Technology,Male,Individual Contributor,5.0,3.0,85,8,35,0,2018-01-01,2018-04-02,1,2018-04-02 00:00:00
355,355,Technology,Female,Senior Leader,4.0,4.0,485,5,32,0,2018-01-01,2018-12-31,0,
356,356,Account/Client Management,Female,Individual Contributor,3.0,5.0,119,13,24,0,2018-01-01,2018-12-31,0,
357,357,Technology,Female,Manager,4.0,1.0,205,3,32,0,2018-01-01,2018-12-31,0,
358,358,Technology,Female,Manager,5.0,1.0,264,13,24,1,2018-01-01,2018-12-31,0,
359,359,Technology,Female,Individual Contributor,4.0,2.0,159,34,50,0,2018-01-01,2018-12-31,0,
360,360,Account/Client Management,Male,Senior Leader,3.0,4.0,758,8,32,0,2018-01-01,2018-12-31,0,
361,361,Technology,Male,Manager,3.0,1.0,285,2,28,0,2018-01-01,2018-01-20,1,2018-01-20 00:00:00
362,362,Account/Client Management,Female,Manager,4.0,2.0,319,8,29,0,2018-01-01,2018-05-09,1,2018-05-09 00:00:00
363,363,Technology,Male,Individual Contributor,3.0,2.0,133,8,37,0,2018-01-01,2018-04-10,1,2018-04-10 00:00:00
364,364,Technology,Female,Senior Leader,4.0,5.0,586,16,32,0,2018-01-01,2018-12-31,0,
365,365,Technology,Male,Individual Contributor,2.0,4.0,101,8,32,0,2018-01-01,2018-12-31,0,
366,366,Technology,Male,Individual Contributor,5.0,2.0,76,9,24,0,2018-01-01,2018-01-11,1,2018-01-11 00:00:00
367,367,Technology,Female,Individual Contributor,3.0,1.0,55,6,34,0,2018-01-01,2018-07-13,1,2018-07-13 00:00:00
368,368,Technology,Female,Individual Contributor,4.0,4.0,164,10,36,0,2018-01-01,2018-12-31,0,
369,369,Account/Client Management,Male,Individual Contributor,4.0,4.0,91,29,51,1,2018-01-01,2018-12-31,0,
370,370,"Corporate Admin (HR, Finance, etc)",Female,Executive,5.0,4.0,1743,7,33,0,2018-01-01,2018-12-31,0,
371,371,Account/Client Management,Female,Individual Contributor,4.0,2.0,108,34,40,1,2018-01-01,2018-12-31,0,
372,372,Technology,Male,Individual Contributor,1.0,1.0,85,3,28,0,2018-01-01,2018-10-02,1,2018-10-02 00:00:00
373,373,Technology,Male,Executive,5.0,4.0,4158,11,27,0,2018-01-01,2018-12-31,0,
374,374,Technology,Male,Executive,4.0,4.0,3100,10,23,0,2018-01-01,2018-09-30,1,2018-09-30 00:00:00
375,375,Technology,Male,Individual Contributor,2.0,1.0,111,51,49,0,2018-01-01,2018-12-31,0,
376,376,Account/Client Management,Male,Individual Contributor,4.0,3.0,148,2,29,0,2018-01-01,2018-12-31,0,
377,377,Account/Client Management,Male,Individual Contributor,3.0,2.0,122,13,22,0,2018-01-01,2018-03-05,1,2018-03-05 00:00:00
378,378,Technology,Male,Manager,5.0,3.0,368,21,25,0,2018-01-01,2018-10-23,1,2018-10-23 00:00:00
379,379,Technology,Female,Individual Contributor,3.0,4.0,43,2,23,0,2018-01-01,2018-08-01,1,2018-08-01 00:00:00
380,380,Technology,Female,Individual Contributor,3.0,1.0,176,54,52,0,2018-01-01,2018-11-25,1,2018-11-25 00:00:00
381,381,Technology,Male,Individual Contributor,1.0,4.0,133,41,24,0,2018-01-01,2018-10-07,1,2018-10-07 00:00:00
382,382,Account/Client Management,Female,Senior Leader,2.0,4.0,661,16,35,0,2018-01-01,2018-12-31,0,
383,383,Technology,Female,Senior Leader,4.0,4.0,792,3,31,0,2018-01-01,2018-12-31,0,
384,384,Technology,Female,Individual Contributor,4.0,4.0,55,58,27,0,2018-01-01,2018-12-31,0,
385,385,Technology,Male,Individual Contributor,3.0,2.0,70,10,31,0,2018-01-01,2018-12-31,0,
386,386,Technology,Female,Senior Leader,5.0,2.0,903,18,46,0,2018-01-01,2018-12-31,0,
387,387,Technology,Female,Executive,5.0,5.0,5538,9,23,0,2018-01-01,2018-12-31,0,
388,388,Account/Client Management,Male,Manager,4.0,5.0,328,29,45,0,2018-01-01,2018-12-31,0,
389,389,Account/Client Management,Male,Manager,5.0,3.0,326,2,25,0,2018-01-01,2018-12-31,0,
390,390,Technology,Male,Manager,4.0,5.0,147,4,33,0,2018-01-01,2018-12-31,0,
391,391,Technology,Female,Individual Contributor,5.0,5.0,109,7,28,0,2018-01-01,2018-12-31,0,
392,392,Technology,Male,Individual Contributor,3.0,2.0,106,7,30,0,2018-01-01,2018-12-31,0,
393,393,Technology,Female,Individual Contributor,2.0,1.0,139,8,31,0,2018-01-01,2018-12-31,0,
394,394,Account/Client Management,Male,Individual Contributor,2.0,5.0,67,2,27,0,2018-01-01,2018-12-31,0,
395,395,Technology,Male,Individual Contributor,4.0,5.0,118,18,36,0,2018-01-01,2018-12-31,0,
396,396,Technology,Male,Executive,5.0,5.0,1232,21,45,0,2018-01-01,2018-12-31,0,
397,397,Technology,Female,Executive,4.0,4.0,794,6,34,0,2018-01-01,2018-12-31,0,
398,398,Technology,Male,Executive,4.0,2.0,1486,4,31,0,2018-01-01,2018-12-31,0,
399,399,Account/Client Management,Male,Individual Contributor,2.0,5.0,194,12,25,0,2018-01-01,2018-12-31,0,
400,400,"Corporate Admin (HR, Finance, etc)",Male,Manager,3.0,4.0,250,1,22,0,2018-01-01,2018-12-31,0,
401,401,Technology,Male,Individual Contributor,4.0,4.0,86,11,31,0,2018-01-01,2018-12-31,0,
402,402,Technology,Female,Individual Contributor,3.0,2.0,179,45,21,0,2018-01-01,2018-12-31,0,
403,403,Account/Client Management,Female,Individual Contributor,3.0,4.0,85,8,33,0,2018-01-01,2018-12-31,0,
404,404,Technology,Female,Senior Leader,3.0,5.0,526,3,32,0,2018-01-01,2018-12-31,0,
405,405,Account/Client Management,Male,Individual Contributor,3.0,3.0,98,11,40,0,2018-01-01,2018-12-31,0,
406,406,Technology,Male,Individual Contributor,2.0,1.0,163,43,53,0,2018-01-01,2018-12-31,0,
407,407,Technology,Female,Individual Contributor,2.0,1.0,88,55,41,0,2018-01-01,2018-04-12,1,2018-04-12 00:00:00
408,408,Account/Client Management,Male,Senior Leader,3.0,5.0,929,2,28,0,2018-01-01,2018-12-31,0,
409,409,Technology,Male,Individual Contributor,4.0,1.0,162,7,36,1,2018-01-01,2018-12-31,0,
410,410,Technology,Male,Individual Contributor,3.0,2.0,173,36,37,0,2018-01-01,2018-12-31,0,
411,411,Technology,Female,Individual Contributor,4.0,1.0,139,18,25,0,2018-01-01,2018-01-05,1,2018-01-05 00:00:00
412,412,Technology,Male,Individual Contributor,4.0,3.0,144,22,35,0,2018-01-01,2018-12-31,0,
413,413,Technology,Male,Executive,4.0,4.0,2071,18,47,0,2018-01-01,2018-12-31,0,
414,414,Technology,Male,Individual Contributor,3.0,1.0,193,44,23,0,2018-01-01,2018-12-31,0,
415,415,"Corporate Admin (HR, Finance, etc)",Female,Senior Leader,3.0,3.0,591,6,34,0,2018-01-01,2018-12-31,0,
416,416,Account/Client Management,Female,Individual Contributor,3.0,1.0,93,42,40,0,2018-01-01,2018-09-21,1,2018-09-21 00:00:00
417,417,Account/Client Management,Male,Individual Contributor,4.0,2.0,112,19,48,0,2018-01-01,2018-10-26,1,2018-10-26 00:00:00
418,418,Technology,Male,Manager,3.0,5.0,199,7,31,0,2018-01-01,2018-12-31,0,
419,419,Technology,Female,Senior Leader,5.0,3.0,533,43,26,0,2018-01-01,2018-12-30,1,2018-12-30 00:00:00
420,420,Technology,Male,Individual Contributor,5.0,2.0,158,16,44,0,2018-01-01,2018-04-23,1,2018-04-23 00:00:00
421,421,Technology,Male,Individual Contributor,2.0,3.0,152,44,54,0,2018-01-01,2018-12-31,0,
422,422,Account/Client Management,Male,Individual Contributor,3.0,4.0,133,52,37,0,2018-01-01,2018-12-31,0,
423,423,Technology,Male,Manager,4.0,2.0,203,3,24,0,2018-01-01,2018-12-31,0,
424,424,Technology,Male,Individual Contributor,3.0,3.0,42,23,51,0,2018-01-01,2018-12-31,0,
425,425,Technology,Male,Individual Contributor,3.0,3.0,111,14,38,0,2018-01-01,2018-12-31,0,
426,426,Account/Client Management,Female,Manager,3.0,4.0,146,18,46,0,2018-01-01,2018-12-31,0,
427,427,Account/Client Management,Male,Executive,4.0,4.0,2681,6,29,0,2018-01-01,2018-12-31,0,
428,428,Technology,Female,Individual Contributor,3.0,3.0,110,2,22,0,2018-01-01,2018-12-23,1,2018-12-23 00:00:00
429,429,Technology,Male,Individual Contributor,3.0,1.0,151,25,30,0,2018-01-01,2018-12-25,1,2018-12-25 00:00:00
430,430,Technology,Male,Executive,3.0,5.0,3972,6,27,0,2018-01-01,2018-12-31,0,
431,431,Technology,Male,Manager,3.0,5.0,100,5,27,0,2018-01-01,2018-12-31,0,
432,432,Technology,Male,Individual Contributor,4.0,2.0,155,41,42,0,2018-01-01,2018-12-31,0,
433,433,Technology,Male,Manager,4.0,5.0,264,9,36,1,2018-01-01,2018-12-31,0,
434,434,Technology,Male,Manager,4.0,2.0,107,1,27,0,2018-01-01,2018-12-31,0,
435,435,Technology,Male,Senior Leader,4.0,4.0,728,17,34,0,2018-01-01,2018-12-31,0,
436,436,Account/Client Management,Female,Individual Contributor,2.0,5.0,68,58,43,0,2018-01-01,2018-04-08,1,2018-04-08 00:00:00
437,437,Technology,Male,Manager,4.0,2.0,262,2,23,0,2018-01-01,2018-06-01,1,2018-06-01 00:00:00
438,438,Account/Client Management,Female,Manager,4.0,1.0,140,4,25,0,2018-01-01,2018-03-11,1,2018-03-11 00:00:00
439,439,Technology,Male,Executive,4.0,5.0,8031,13,32,0,2018-01-01,2018-12-31,0,
440,440,Technology,Male,Senior Leader,5.0,5.0,1002,34,37,0,2018-01-01,2018-12-31,0,
441,441,"Corporate Admin (HR, Finance, etc)",Male,Manager,3.0,3.0,322,5,33,0,2018-01-01,2018-12-31,0,
442,442,Technology,Female,Manager,3.0,4.0,430,28,52,0,2018-01-01,2018-12-31,0,
443,443,Technology,Male,Individual Contributor,5.0,3.0,188,22,48,0,2018-01-01,2018-12-31,0,
444,444,Technology,Female,Individual Contributor,3.0,2.0,131,41,21,0,2018-01-01,2018-03-13,1,2018-03-13 00:00:00
445,445,Technology,Male,Individual Contributor,3.0,4.0,179,42,41,0,2018-01-01,2018-12-31,0,
446,446,Technology,Female,Individual Contributor,3.0,3.0,195,5,32,0,2018-01-01,2018-12-31,0,
447,447,Account/Client Management,Female,Senior Leader,5.0,5.0,865,39,31,0,2018-01-01,2018-12-31,0,
448,448,Technology,Male,Individual Contributor,2.0,1.0,166,5,34,0,2018-01-01,2018-10-25,1,2018-10-25 00:00:00
449,449,Technology,Female,Individual Contributor,4.0,3.0,81,3,30,0,2018-01-01,2018-12-31,0,
450,450,Account/Client Management,Male,Individual Contributor,4.0,3.0,49,57,30,0,2018-01-01,2018-12-31,0,
451,451,Technology,Female,Individual Contributor,4.0,5.0,172,34,52,0,2018-01-01,2018-12-31,0,
452,452,Technology,Female,Individual Contributor,2.0,3.0,198,54,53,0,2018-01-01,2018-12-31,0,
453,453,Technology,Male,Individual Contributor,3.0,2.0,91,5,31,0,2018-01-01,2018-12-31,0,
454,454,Account/Client Management,Male,Senior Leader,5.0,5.0,617,6,31,0,2018-01-01,2018-12-31,0,
