employee_id,department,gender,job_level,performance_rating,engagement,salary_thousands,tenure_years,age_years,promotion_indicator,record_start_date,record_end_date,termination_indicator,termination_date
278,Technology,Male,Individual Contributor,5,2,107,38,27,0,1/1/2018,4/16/2018,1,4/16/2018 0:00
279,Technology,Male,Individual Contributor,3,5,181,3,28,0,1/1/2018,12/31/2018,0,
280,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,2,1,165,7,36,0,1/1/2018,12/31/2018,0,
281,Account/Client Management,Female,Individual Contributor,2,3,110,27,28,0,1/1/2018,12/31/2018,0,
282,Technology,Male,Individual Contributor,4,3,148,37,29,0,1/1/2018,12/31/2018,0,
283,Technology,Male,Manager,4,4,367,2,30,0,1/1/2018,12/31/2018,0,
284,"Corporate Admin (HR, Finance, etc)",Female,Senior Leader,4,4,1211,36,24,0,1/1/2018,12/31/2018,0,
285,Technology,Male,Individual Contributor,3,1,45,12,25,0,1/1/2018,12/31/2018,0,
286,Technology,Female,Executive,5,4,2932,22,36,0,1/1/2018,12/31/2018,0,
287,Technology,Female,Individual Contributor,3,4,124,4,31,0,1/1/2018,12/31/2018,0,
288,Technology,Male,Individual Contributor,4,5,118,50,23,0,1/1/2018,12/31/2018,0,
289,Technology,Male,Individual Contributor,4,4,85,36,52,0,1/1/2018,12/31/2018,0,
290,Account/Client Management,Female,Manager,4,5,236,1,23,0,1/1/2018,12/31/2018,0,
291,"Corporate Admin (HR, Finance, etc)",Male,Executive,3,4,7634,11,37,0,1/1/2018,12/31/2018,0,
292,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,4,4,148,27,24,1,1/1/2018,12/31/2018,0,
293,Technology,Male,Individual Contributor,4,3,195,44,61,1,1/1/2018,12/31/2018,0,
294,Technology,Male,Individual Contributor,3,4,122,20,29,0,1/1/2018,12/31/2018,0,
295,Account/Client Management,Male,Senior Leader,3,3,838,45,45,0,1/1/2018,12/31/2018,0,
296,Technology,Male,Individual Contributor,3,2,190,22,50,0,1/1/2018,12/31/2018,0,
297,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,4,5,70,14,37,0,1/1/2018,12/31/2018,0,
298,Account/Client Management,Female,Individual Contributor,4,1,116,38,47,0,1/1/2018,12/31/2018,0,
299,Account/Client Management,Male,Executive,5,3,5191,1,27,1,1/1/2018,12/31/2018,0,
300,Account/Client Management,Male,Individual Contributor,2,5,74,5,25,0,1/1/2018,12/31/2018,0,
301,Technology,Female,Individual Contributor,4,1,81,11,32,0,1/1/2018,12/31/2018,0,
302,Technology,Male,Individual Contributor,4,2,35,47,32,0,1/1/2018,12/31/2018,0,
303,Technology,Male,Manager,4,2,265,1,30,0,1/1/2018,9/3/2018,1,9/3/2018 0:00
304,Technology,Male,Executive,4,5,1538,11,37,0,1/1/2018,12/31/2018,0,
305,Account/Client Management,Male,Senior Leader,3,3,873,49,45,0,1/1/2018,12/31/2018,0,
306,Technology,Male,Executive,5,5,6802,4,27,0,1/1/2018,12/31/2018,0,
307,Technology,Male,Manager,5,2,157,6,33,1,1/1/2018,12/31/2018,0,
308,Technology,Female,Individual Contributor,3,5,174,6,29,0,1/1/2018,12/31/2018,0,
309,Technology,Male,Manager,3,2,274,21,42,0,1/1/2018,12/31/2018,0,
310,Account/Client Management,Male,Individual Contributor,1,5,172,57,27,0,1/1/2018,12/31/2018,0,
311,Technology,Male,Individual Contributor,4,3,176,11,38,0,1/1/2018,6/23/2018,1,6/23/2018 0:00
312,Account/Client Management,Female,Senior Leader,5,3,905,3,24,0,1/1/2018,12/31/2018,0,
313,Technology,Female,Individual Contributor,4,4,168,5,30,0,1/1/2018,12/31/2018,0,
314,Technology,Female,Individual Contributor,4,4,94,12,38,0,1/1/2018,7/17/2018,1,7/17/2018 0:00
315,Account/Client Management,Female,Individual Contributor,5,4,122,44,45,0,1/1/2018,12/31/2018,0,
316,Technology,Male,Senior Leader,5,5,639,10,30,0,1/1/2018,12/31/2018,0,
317,Account/Client Management,Female,Individual Contributor,5,3,104,6,22,1,1/1/2018,12/31/2018,0,
318,Technology,Male,Individual Contributor,4,4,147,7,30,0,1/1/2018,12/31/2018,0,
319,Technology,Male,Manager,4,5,423,1,27,0,1/1/2018,1/24/2018,1,1/24/2018 0:00
320,Technology,Male,Individual Contributor,3,1,111,4,31,0,1/1/2018,12/31/2018,0,
321,Technology,Female,Individual Contributor,3,4,98,9,27,0,1/1/2018,12/31/2018,0,
322,Technology,Female,Individual Contributor,5,3,185,38,42,0,1/1/2018,12/31/2018,0,
323,Technology,Male,Individual Contributor,1,4,146,10,33,0,1/1/2018,12/31/2018,0,
324,Technology,Male,Executive,3,4,1230,10,24,0,1/1/2018,12/31/2018,0,
325,Account/Client Management,Male,Individual Contributor,4,1,130,15,44,0,1/1/2018,12/31/2018,0,
326,"Corporate Admin (HR, Finance, etc)",Female,Manager,5,3,287,5,30,0,1/1/2018,12/31/2018,0,
327,"Corporate Admin (HR, Finance, etc)",Female,Manager,4,3,260,2,30,0,1/1/2018,12/31/2018,0,
328,Technology,Female,Individual Contributor,5,3,118,32,45,0,1/1/2018,4/19/2018,1,4/19/2018 0:00
329,Account/Client Management,Female,Individual Contributor,5,2,109,14,27,0,1/1/2018,12/31/2018,0,
330,Account/Client Management,Female,Individual Contributor,3,2,127,5,32,0,1/1/2018,8/4/2018,1,8/4/2018 0:00
331,Technology,Female,Individual Contributor,4,3,116,10,37,0,1/1/2018,12/31/2018,0,
332,Technology,Male,Individual Contributor,1,2,183,49,60,0,1/1/2018,12/31/2018,0,
333,Account/Client Management,Male,Individual Contributor,5,2,105,8,37,0,1/1/2018,10/28/2018,1,10/28/2018 0:00
334,Technology,Female,Manager,5,4,358,7,32,1,1/1/2018,12/31/2018,0,
335,Account/Client Management,Female,Individual Contributor,5,4,115,22,43,0,1/1/2018,12/31/2018,0,
336,Account/Client Management,Female,Individual Contributor,4,1,163,22,26,0,1/1/2018,12/31/2018,0,
337,Technology,Female,Senior Leader,4,5,832,5,31,0,1/1/2018,12/31/2018,0,
338,"Corporate Admin (HR, Finance, etc)",Female,Manager,4,2,440,26,40,0,1/1/2018,12/31/2018,0,
339,Account/Client Management,Female,Senior Leader,3,4,977,13,22,0,1/1/2018,12/31/2018,0,
340,Account/Client Management,Male,Senior Leader,3,5,546,14,33,0,1/1/2018,12/31/2018,0,
341,Account/Client Management,Male,Senior Leader,5,4,595,10,32,0,1/1/2018,9/1/2018,1,9/1/2018 0:00
342,Technology,Female,Manager,4,3,402,7,34,1,1/1/2018,12/31/2018,0,
343,Account/Client Management,Female,Individual Contributor,2,1,68,10,37,0,1/1/2018,12/31/2018,0,
344,Technology,Female,Executive,4,4,5609,23,48,0,1/1/2018,12/31/2018,0,
345,Technology,Male,Individual Contributor,3,3,74,7,29,0,1/1/2018,8/18/2018,1,8/18/2018 0:00
346,Technology,Female,Individual Contributor,2,1,55,3,24,0,1/1/2018,9/14/2018,1,9/14/2018 0:00
347,Technology,Male,Individual Contributor,4,5,114,9,32,1,1/1/2018,12/31/2018,0,
348,Technology,Female,Senior Leader,3,2,944,15,21,0,1/1/2018,12/31/2018,0,
349,Technology,Female,Individual Contributor,1,5,104,51,52,0,1/1/2018,12/31/2018,0,
350,Technology,Female,Individual Contributor,5,5,169,6,33,0,1/1/2018,12/31/2018,0,
351,Technology,Male,Individual Contributor,3,2,53,12,32,0,1/1/2018,12/31/2018,0,
352,Account/Client Management,Male,Manager,1,3,208,9,30,0,1/1/2018,12/31/2018,0,
353,Technology,Female,Individual Contributor,2,3,121,24,50,0,1/1/2018,5/31/2018,1,5/31/2018 0:00
354,Technology,Male,Individual Contributor,5,3,85,8,35,0,1/1/2018,4/2/2018,1,4/2/2018 0:00
355,Technology,Female,Senior Leader,4,4,485,5,32,0,1/1/2018,12/31/2018,0,
356,Account/Client Management,Female,Individual Contributor,3,5,119,13,24,0,1/1/2018,12/31/2018,0,
357,Technology,Female,Manager,4,1,205,3,32,0,1/1/2018,12/31/2018,0,
358,Technology,Female,Manager,5,1,264,13,24,1,1/1/2018,12/31/2018,0,
359,Technology,Female,Individual Contributor,4,2,159,34,50,0,1/1/2018,12/31/2018,0,
360,Account/Client Management,Male,Senior Leader,3,4,758,8,32,0,1/1/2018,12/31/2018,0,
361,Technology,Male,Manager,3,1,285,2,28,0,1/1/2018,1/20/2018,1,1/20/2018 0:00
362,Account/Client Management,Female,Manager,4,2,319,8,29,0,1/1/2018,5/9/2018,1,5/9/2018 0:00
363,Technology,Male,Individual Contributor,3,2,133,8,37,0,1/1/2018,4/10/2018,1,4/10/2018 0:00
364,Technology,Female,Senior Leader,4,5,586,16,32,0,1/1/2018,12/31/2018,0,
365,Technology,Male,Individual Contributor,2,4,101,8,32,0,1/1/2018,12/31/2018,0,
366,Technology,Male,Individual Contributor,5,2,76,9,24,0,1/1/2018,1/11/2018,1,1/11/2018 0:00
367,Technology,Female,Individual Contributor,3,1,55,6,34,0,1/1/2018,7/13/2018,1,7/13/2018 0:00
368,Technology,Female,Individual Contributor,4,4,164,10,36,0,1/1/2018,12/31/2018,0,
369,Account/Client Management,Male,Individual Contributor,4,4,91,29,51,1,1/1/2018,12/31/2018,0,
370,"Corporate Admin (HR, Finance, etc)",Female,Executive,5,4,1743,7,33,0,1/1/2018,12/31/2018,0,
371,Account/Client Management,Female,Individual Contributor,4,2,108,34,40,1,1/1/2018,12/31/2018,0,
372,Technology,Male,Individual Contributor,1,1,85,3,28,0,1/1/2018,10/2/2018,1,10/2/2018 0:00
373,Technology,Male,Executive,5,4,4158,11,27,0,1/1/2018,12/31/2018,0,
374,Technology,Male,Executive,4,4,3100,10,23,0,1/1/2018,9/30/2018,1,9/30/2018 0:00
375,Technology,Male,Individual Contributor,2,1,111,51,49,0,1/1/2018,12/31/2018,0,
376,Account/Client Management,Male,Individual Contributor,4,3,148,2,29,0,1/1/2018,12/31/2018,0,
377,Account/Client Management,Male,Individual Contributor,3,2,122,13,22,0,1/1/2018,3/5/2018,1,3/5/2018 0:00
378,Technology,Male,Manager,5,3,368,21,25,0,1/1/2018,10/23/2018,1,10/23/2018 0:00
379,Technology,Female,Individual Contributor,3,4,43,2,23,0,1/1/2018,8/1/2018,1,8/1/2018 0:00
380,Technology,Female,Individual Contributor,3,1,176,54,52,0,1/1/2018,11/25/2018,1,11/25/2018 0:00
381,Technology,Male,Individual Contributor,1,4,133,41,24,0,1/1/2018,10/7/2018,1,10/7/2018 0:00
382,Account/Client Management,Female,Senior Leader,2,4,661,16,35,0,1/1/2018,12/31/2018,0,
383,Technology,Female,Senior Leader,4,4,792,3,31,0,1/1/2018,12/31/2018,0,
384,Technology,Female,Individual Contributor,4,4,55,58,27,0,1/1/2018,12/31/2018,0,
385,Technology,Male,Individual Contributor,3,2,70,10,31,0,1/1/2018,12/31/2018,0,
386,Technology,Female,Senior Leader,5,2,903,18,46,0,1/1/2018,12/31/2018,0,
387,Technology,Female,Executive,5,5,5538,9,23,0,1/1/2018,12/31/2018,0,
388,Account/Client Management,Male,Manager,4,5,328,29,45,0,1/1/2018,12/31/2018,0,
389,Account/Client Management,Male,Manager,5,3,326,2,25,0,1/1/2018,12/31/2018,0,
390,Technology,Male,Manager,4,5,147,4,33,0,1/1/2018,12/31/2018,0,
391,Technology,Female,Individual Contributor,5,5,109,7,28,0,1/1/2018,12/31/2018,0,
392,Technology,Male,Individual Contributor,3,2,106,7,30,0,1/1/2018,12/31/2018,0,
393,Technology,Female,Individual Contributor,2,1,139,8,31,0,1/1/2018,12/31/2018,0,
394,Account/Client Management,Male,Individual Contributor,2,5,67,2,27,0,1/1/2018,12/31/2018,0,
395,Technology,Male,Individual Contributor,4,5,118,18,36,0,1/1/2018,12/31/2018,0,
396,Technology,Male,Executive,5,5,1232,21,45,0,1/1/2018,12/31/2018,0,
397,Technology,Female,Executive,4,4,794,6,34,0,1/1/2018,12/31/2018,0,
398,Technology,Male,Executive,4,2,1486,4,31,0,1/1/2018,12/31/2018,0,
399,Account/Client Management,Male,Individual Contributor,2,5,194,12,25,0,1/1/2018,12/31/2018,0,
400,"Corporate Admin (HR, Finance, etc)",Male,Manager,3,4,250,1,22,0,1/1/2018,12/31/2018,0,
401,Technology,Male,Individual Contributor,4,4,86,11,31,0,1/1/2018,12/31/2018,0,
402,Technology,Female,Individual Contributor,3,2,179,45,21,0,1/1/2018,12/31/2018,0,
403,Account/Client Management,Female,Individual Contributor,3,4,85,8,33,0,1/1/2018,12/31/2018,0,
404,Technology,Female,Senior Leader,3,5,526,3,32,0,1/1/2018,12/31/2018,0,
405,Account/Client Management,Male,Individual Contributor,3,3,98,11,40,0,1/1/2018,12/31/2018,0,
406,Technology,Male,Individual Contributor,2,1,163,43,53,0,1/1/2018,12/31/2018,0,
407,Technology,Female,Individual Contributor,2,1,88,55,41,0,1/1/2018,4/12/2018,1,4/12/2018 0:00
408,Account/Client Management,Male,Senior Leader,3,5,929,2,28,0,1/1/2018,12/31/2018,0,
409,Technology,Male,Individual Contributor,4,1,162,7,36,1,1/1/2018,12/31/2018,0,
410,Technology,Male,Individual Contributor,3,2,173,36,37,0,1/1/2018,12/31/2018,0,
411,Technology,Female,Individual Contributor,4,1,139,18,25,0,1/1/2018,1/5/2018,1,1/5/2018 0:00
412,Technology,Male,Individual Contributor,4,3,144,22,35,0,1/1/2018,12/31/2018,0,
413,Technology,Male,Executive,4,4,2071,18,47,0,1/1/2018,12/31/2018,0,
414,Technology,Male,Individual Contributor,3,1,193,44,23,0,1/1/2018,12/31/2018,0,
415,"Corporate Admin (HR, Finance, etc)",Female,Senior Leader,3,3,591,6,34,0,1/1/2018,12/31/2018,0,
416,Account/Client Management,Female,Individual Contributor,3,1,93,42,40,0,1/1/2018,9/21/2018,1,9/21/2018 0:00
417,Account/Client Management,Male,Individual Contributor,4,2,112,19,48,0,1/1/2018,10/26/2018,1,10/26/2018 0:00
418,Technology,Male,Manager,3,5,199,7,31,0,1/1/2018,12/31/2018,0,
419,Technology,Female,Senior Leader,5,3,533,43,26,0,1/1/2018,12/30/2018,1,12/30/2018 0:00
420,Technology,Male,Individual Contributor,5,2,158,16,44,0,1/1/2018,4/23/2018,1,4/23/2018 0:00
421,Technology,Male,Individual Contributor,2,3,152,44,54,0,1/1/2018,12/31/2018,0,
422,Account/Client Management,Male,Individual Contributor,3,4,133,52,37,0,1/1/2018,12/31/2018,0,
423,Technology,Male,Manager,4,2,203,3,24,0,1/1/2018,12/31/2018,0,
424,Technology,Male,Individual Contributor,3,3,42,23,51,0,1/1/2018,12/31/2018,0,
425,Technology,Male,Individual Contributor,3,3,111,14,38,0,1/1/2018,12/31/2018,0,
426,Account/Client Management,Female,Manager,3,4,146,18,46,0,1/1/2018,12/31/2018,0,
427,Account/Client Management,Male,Executive,4,4,2681,6,29,0,1/1/2018,12/31/2018,0,
428,Technology,Female,Individual Contributor,3,3,110,2,22,0,1/1/2018,12/23/2018,1,12/23/2018 0:00
429,Technology,Male,Individual Contributor,3,1,151,25,30,0,1/1/2018,12/25/2018,1,12/25/2018 0:00
430,Technology,Male,Executive,3,5,3972,6,27,0,1/1/2018,12/31/2018,0,
431,Technology,Male,Manager,3,5,100,5,27,0,1/1/2018,12/31/2018,0,
432,Technology,Male,Individual Contributor,4,2,155,41,42,0,1/1/2018,12/31/2018,0,
433,Technology,Male,Manager,4,5,264,9,36,1,1/1/2018,12/31/2018,0,
434,Technology,Male,Manager,4,2,107,1,27,0,1/1/2018,12/31/2018,0,
435,Technology,Male,Senior Leader,4,4,728,17,34,0,1/1/2018,12/31/2018,0,
436,Account/Client Management,Female,Individual Contributor,2,5,68,58,43,0,1/1/2018,4/8/2018,1,4/8/2018 0:00
437,Technology,Male,Manager,4,2,262,2,23,0,1/1/2018,6/1/2018,1,6/1/2018 0:00
438,Account/Client Management,Female,Manager,4,1,140,4,25,0,1/1/2018,3/11/2018,1,3/11/2018 0:00
439,Technology,Male,Executive,4,5,8031,13,32,0,1/1/2018,12/31/2018,0,
440,Technology,Male,Senior Leader,5,5,1002,34,37,0,1/1/2018,12/31/2018,0,
441,"Corporate Admin (HR, Finance, etc)",Male,Manager,3,3,322,5,33,0,1/1/2018,12/31/2018,0,
442,Technology,Female,Manager,3,4,430,28,52,0,1/1/2018,12/31/2018,0,
443,Technology,Male,Individual Contributor,5,3,188,22,48,0,1/1/2018,12/31/2018,0,
444,Technology,Female,Individual Contributor,3,2,131,41,21,0,1/1/2018,3/13/2018,1,3/13/2018 0:00
445,Technology,Male,Individual Contributor,3,4,179,42,41,0,1/1/2018,12/31/2018,0,
446,Technology,Female,Individual Contributor,3,3,195,5,32,0,1/1/2018,12/31/2018,0,
447,Account/Client Management,Female,Senior Leader,5,5,865,39,31,0,1/1/2018,12/31/2018,0,
448,Technology,Male,Individual Contributor,2,1,166,5,34,0,1/1/2018,10/25/2018,1,10/25/2018 0:00
449,Technology,Female,Individual Contributor,4,3,81,3,30,0,1/1/2018,12/31/2018,0,
450,Account/Client Management,Male,Individual Contributor,4,3,49,57,30,0,1/1/2018,12/31/2018,0,
451,Technology,Female,Individual Contributor,4,5,172,34,52,0,1/1/2018,12/31/2018,0,
452,Technology,Female,Individual Contributor,2,3,198,54,53,0,1/1/2018,12/31/2018,0,
453,Technology,Male,Individual Contributor,3,2,91,5,31,0,1/1/2018,12/31/2018,0,
454,Account/Client Management,Male,Senior Leader,5,5,617,6,31,0,1/1/2018,12/31/2018,0,
455,Technology,Male,Manager,3,2,321,2,29,0,1/1/2018,9/4/2018,1,9/4/2018 0:00
456,Account/Client Management,Female,Manager,5,5,322,9,36,1,1/1/2018,12/31/2018,0,
457,Technology,Female,Individual Contributor,4,4,70,10,34,0,1/1/2018,12/31/2018,0,
458,Technology,Male,Individual Contributor,5,3,152,52,62,0,1/1/2018,12/31/2018,0,
459,Technology,Female,Manager,3,4,301,12,41,0,1/1/2018,12/31/2018,0,
460,Technology,Female,Individual Contributor,2,2,78,7,27,0,1/1/2018,12/31/2018,0,
461,Account/Client Management,Male,Individual Contributor,3,3,166,2,22,0,1/1/2018,5/4/2018,1,5/4/2018 0:00
462,Account/Client Management,Female,Individual Contributor,3,2,144,7,36,0,1/1/2018,12/31/2018,0,
463,Account/Client Management,Male,Manager,5,5,449,9,30,1,1/1/2018,12/31/2018,0,
464,Technology,Female,Individual Contributor,3,5,105,54,38,0,1/1/2018,12/31/2018,0,
465,Technology,Male,Manager,3,4,314,1,26,0,1/1/2018,12/31/2018,0,
466,Technology,Male,Manager,4,2,372,8,33,0,1/1/2018,12/31/2018,0,
467,Technology,Male,Individual Contributor,3,2,180,5,31,0,1/1/2018,12/31/2018,0,
468,Account/Client Management,Male,Manager,5,2,214,15,39,0,1/1/2018,3/27/2018,1,3/27/2018 0:00
469,Technology,Male,Executive,3,4,9090,15,35,0,1/1/2018,12/31/2018,0,
470,Account/Client Management,Female,Executive,3,4,1077,17,38,0,1/1/2018,7/26/2018,1,7/26/2018 0:00
471,Technology,Male,Executive,5,4,3153,17,33,0,1/1/2018,7/11/2018,1,7/11/2018 0:00
472,Account/Client Management,Female,Senior Leader,4,2,538,30,38,0,1/1/2018,6/4/2018,1,6/4/2018 0:00
473,Technology,Female,Executive,4,5,7813,11,34,0,1/1/2018,12/31/2018,0,
474,Technology,Female,Manager,5,1,118,9,32,0,1/1/2018,12/31/2018,0,
475,Account/Client Management,Male,Manager,3,5,194,22,23,0,1/1/2018,12/31/2018,0,
476,Technology,Female,Individual Contributor,5,2,127,3,28,0,1/1/2018,12/31/2018,0,
477,Technology,Male,Individual Contributor,3,4,141,9,24,0,1/1/2018,12/31/2018,0,
478,Technology,Male,Individual Contributor,2,1,154,9,24,0,1/1/2018,2/5/2018,1,2/5/2018 0:00
479,Technology,Male,Manager,4,3,217,26,28,0,1/1/2018,12/31/2018,0,
480,Technology,Male,Manager,3,5,317,2,29,0,1/1/2018,12/31/2018,0,
481,Technology,Female,Manager,3,2,423,7,32,0,1/1/2018,12/31/2018,0,
482,Technology,Male,Individual Contributor,1,1,176,49,40,0,1/1/2018,2/25/2018,1,2/25/2018 0:00
483,Technology,Male,Individual Contributor,5,4,189,3,28,0,1/1/2018,10/14/2018,1,10/14/2018 0:00
484,Account/Client Management,Female,Manager,4,3,313,8,33,0,1/1/2018,10/14/2018,1,10/14/2018 0:00
485,Account/Client Management,Male,Manager,4,2,335,4,30,0,1/1/2018,4/10/2018,1,4/10/2018 0:00
486,Account/Client Management,Female,Individual Contributor,5,5,93,35,32,1,1/1/2018,12/31/2018,0,
487,Technology,Male,Individual Contributor,4,2,123,5,26,0,1/1/2018,12/31/2018,0,
488,Technology,Male,Senior Leader,4,4,943,18,26,0,1/1/2018,12/31/2018,0,
489,Technology,Male,Individual Contributor,3,1,173,2,24,0,1/1/2018,4/21/2018,1,4/21/2018 0:00
490,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,4,2,117,3,25,0,1/1/2018,7/25/2018,1,7/25/2018 0:00
491,Technology,Female,Individual Contributor,3,2,134,53,48,1,1/1/2018,12/31/2018,0,
492,"Corporate Admin (HR, Finance, etc)",Female,Senior Leader,4,3,507,9,33,0,1/1/2018,12/31/2018,0,
493,Technology,Male,Executive,4,5,3288,24,38,0,1/1/2018,12/31/2018,0,
494,Account/Client Management,Male,Manager,4,1,168,9,37,0,1/1/2018,4/26/2018,1,4/26/2018 0:00
495,"Corporate Admin (HR, Finance, etc)",Female,Manager,1,2,375,12,34,0,1/1/2018,12/31/2018,0,
496,Technology,Male,Manager,4,4,138,8,31,0,1/1/2018,12/31/2018,0,
497,Account/Client Management,Male,Executive,4,3,1557,23,24,0,1/1/2018,12/31/2018,0,
498,Technology,Male,Individual Contributor,2,2,105,29,52,0,1/1/2018,8/2/2018,1,8/2/2018 0:00
499,Account/Client Management,Female,Manager,3,5,267,25,50,0,1/1/2018,12/31/2018,0,
500,Account/Client Management,Male,Senior Leader,4,4,885,16,36,0,1/1/2018,12/31/2018,0,
501,Account/Client Management,Female,Senior Leader,5,2,673,1,27,0,1/1/2018,12/31/2018,0,
502,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,3,3,136,13,42,0,1/1/2018,12/31/2018,0,
503,Technology,Male,Individual Contributor,4,5,174,8,31,1,1/1/2018,12/31/2018,0,
504,Account/Client Management,Female,Manager,4,2,225,6,33,0,1/1/2018,12/31/2018,0,
505,Technology,Male,Individual Contributor,4,1,119,10,39,0,1/1/2018,11/24/2018,1,11/24/2018 0:00
506,Technology,Female,Manager,4,2,399,3,32,0,1/1/2018,8/28/2018,1,8/28/2018 0:00
507,Account/Client Management,Male,Individual Contributor,3,1,164,7,26,0,1/1/2018,12/31/2018,0,
508,Technology,Male,Senior Leader,2,4,902,9,32,0,1/1/2018,12/31/2018,0,
509,Technology,Male,Individual Contributor,3,2,80,15,44,0,1/1/2018,12/31/2018,0,
510,Technology,Male,Individual Contributor,3,1,146,52,24,0,1/1/2018,8/25/2018,1,8/25/2018 0:00
511,Technology,Male,Senior Leader,3,5,640,6,31,0,1/1/2018,12/31/2018,0,
512,Account/Client Management,Male,Manager,2,4,275,17,43,0,1/1/2018,9/11/2018,1,9/11/2018 0:00
